令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
国　語,200,200,0,126.67,34.9,437209,0.6333,94,119,139,159,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
28,7,0.36,**,,,,,,,,,,,,,,,,,
29,11,0.57,***,,,,,,,,,,,,,,,,,
２段階,120,6.172839,,,,,,,,,,,,,,,,,,
30,10,0.51,***,,,,,,,,,,,,,,,,,
31,11,0.57,***,,,,,,,,,,,,,,,,,
32,9,0.46,***,,,,,,,,,,,,,,,,,
33,12,0.62,****,,,,,,,,,,,,,,,,,
34,19,0.98,******,,,,,,,,,,,,,,,,,
35,15,0.77,*****,,,,,,,,,,,,,,,,,
36,16,0.82,*****,,,,,,,,,,,,,,,,,
37,28,1.44,*********,,,,,,,,,,,,,,,,,
３段階,230,11.831275,,,,,,,,,,,,,,,,,,
38,22,1.13,*******,,,,,,,,,,,,,,,,,
39,16,0.82,*****,,,,,,,,,,,,,,,,,
40,26,1.34,********,,,,,,,,,,,,,,,,,
41,25,1.29,********,,,,,,,,,,,,,,,,,
42,16,0.82,*****,,,,,,,,,,,,,,,,,
43,31,1.59,**********,,,,,,,,,,,,,,,,,
44,34,1.75,**********,,,,,,,,,,,,,,,,,
45,30,1.54,*********,,,,,,,,,,,,,,,,,
46,30,1.54,*********,,,,,,,,,,,,,,,,,
４段階,341,17.541152,,,,,,,,,,,,,,,,,,
47,33,1.7,**********,,,,,,,,,,,,,,,,,
48,39,2.01,************,,,,,,,,,,,,,,,,,
49,31,1.59,**********,,,,,,,,,,,,,,,,,
50,50,2.57,***************,,,,,,,,,,,,,,,,,
51,40,2.06,************,,,,,,,,,,,,,,,,,
52,45,2.31,**************,,,,,,,,,,,,,,,,,
53,27,1.39,********,,,,,,,,,,,,,,,,,
54,35,1.8,***********,,,,,,,,,,,,,,,,,
55,41,2.11,*************,,,,,,,,,,,,,,,,,
５段階,397,20.42181,,,,,,,,,,,,,,,,,,
56,42,2.16,*************,,,,,,,,,,,,,,,,,
57,44,2.26,**************,,,,,,,,,,,,,,,,,
58,46,2.37,**************,,,,,,,,,,,,,,,,,
59,43,2.21,*************,,,,,,,,,,,,,,,,,
60,54,2.78,*****************,,,,,,,,,,,,,,,,,
61,55,2.83,*****************,,,,,,,,,,,,,,,,,
62,40,2.06,************,,,,,,,,,,,,,,,,,
63,31,1.59,**********,,,,,,,,,,,,,,,,,
64,42,2.16,*************,,,,,,,,,,,,,,,,,
６段階,304,15.63786,,,,,,,,,,,,,,,,,,
65,52,2.67,****************,,,,,,,,,,,,,,,,,
66,26,1.34,********,,,,,,,,,,,,,,,,,
67,48,2.47,***************,,,,,,,,,,,,,,,,,
68,37,1.9,***********,,,,,,,,,,,,,,,,,
69,24,1.23,*******,,,,,,,,,,,,,,,,,
70,32,1.65,**********,,,,,,,,,,,,,,,,,
71,48,2.47,***************,,,,,,,,,,,,,,,,,
72,37,1.9,***********,,,,,,,,,,,,,,,,,
７段階,226,11.625514,,,,,,,,,,,,,,,,,,
73,34,1.75,**********,,,,,,,,,,,,,,,,,
74,47,2.42,***************,,,,,,,,,,,,,,,,,
75,26,1.34,********,,,,,,,,,,,,,,,,,
76,23,1.18,*******,,,,,,,,,,,,,,,,,
77,52,2.67,****************,,,,,,,,,,,,,,,,,
78,29,1.49,*********,,,,,,,,,,,,,,,,,
79,15,0.77,*****,,,,,,,,,,,,,,,,,
８段階,162,8.333333,,,,,,,,,,,,,,,,,,
80,42,2.16,*************,,,,,,,,,,,,,,,,,
81,33,1.7,**********,,,,,,,,,,,,,,,,,
82,7,0.36,**,,,,,,,,,,,,,,,,,
83,28,1.44,*********,,,,,,,,,,,,,,,,,
84,30,1.54,*********,,,,,,,,,,,,,,,,,
85,6,0.31,**,,,,,,,,,,,,,,,,,
86,16,0.82,*****,,,,,,,,,,,,,,,,,
９段階,93,4.78395,,,,,,,,,,,,,,,,,,
87,29,1.49,*********,,,,,,,,,,,,,,,,,
88,9,0.46,***,,,,,,,,,,,,,,,,,
89,6,0.31,**,,,,,,,,,,,,,,,,,
90,16,0.82,*****,,,,,,,,,,,,,,,,,
91,7,0.36,**,,,,,,,,,,,,,,,,,
92,2,0.1,*,,,,,,,,,,,,,,,,,
93,8,0.41,**,,,,,,,,,,,,,,,,,
94,6,0.31,**,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,2,0.1,*,,,,,,,,,,,,,,,,,
97,6,0.31,**,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,2,0.1,*,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
旧倫理，旧政治・経済,100,97,9,62.03,15.98,6148,0.6203,47,59,68,76,0～31,32～40,41～49,50～58,59～67,68～74,75～80,81～86,87～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,222,3.61093,,,,,,,,,,,,,,,,,,
0,0,0,,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,0,0,,,,,,,,,,,,,,,,,,
4,0,0,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,0,0,,,,,,,,,,,,,,,,,,
7,0,0,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,2,0.03,,,,,,,,,,,,,,,,,,
10,2,0.03,,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,2,0.03,,,,,,,,,,,,,,,,,,
13,1,0.02,,,,,,,,,,,,,,,,,,
14,0,0,,,,,,,,,,,,,,,,,,
15,2,0.03,,,,,,,,,,,,,,,,,,
16,3,0.05,,,,,,,,,,,,,,,,,,
17,3,0.05,,,,,,,,,,,,,,,,,,
18,12,0.2,*,,,,,,,,,,,,,,,,,
19,8,0.13,*,,,,,,,,,,,,,,,,,
20,4,0.07,,,,,,,,,,,,,,,,,,
21,5,0.08,,,,,,,,,,,,,,,,,,
22,10,0.16,*,,,,,,,,,,,,,,,,,
23,12,0.2,*,,,,,,,,,,,,,,,,,
24,13,0.21,*,,,,,,,,,,,,,,,,,
25,18,0.29,**,,,,,,,,,,,,,,,,,
26,14,0.23,*,,,,,,,,,,,,,,,,,
27,9,0.15,*,,,,,,,,,,,,,,,,,
28,28,0.46,***,,,,,,,,,,,,,,,,,
29,26,0.42,***,,,,,,,,,,,,,,,,,
30,22,0.36,**,,,,,,,,,,,,,,,,,
31,26,0.42,***,,,,,,,,,,,,,,,,,
２段階,396,6.441119,,,,,,,,,,,,,,,,,,
32,53,0.86,*****,,,,,,,,,,,,,,,,,
33,19,0.31,**,,,,,,,,,,,,,,,,,
34,41,0.67,****,,,,,,,,,,,,,,,,,
35,73,1.19,*******,,,,,,,,,,,,,,,,,
36,29,0.47,***,,,,,,,,,,,,,,,,,
37,25,0.41,**,,,,,,,,,,,,,,,,,
38,79,1.28,********,,,,,,,,,,,,,,,,,
39,50,0.81,*****,,,,,,,,,,,,,,,,,
40,27,0.44,***,,,,,,,,,,,,,,,,,
３段階,758,12.329212,,,,,,,,,,,,,,,,,,
41,89,1.45,*********,,,,,,,,,,,,,,,,,
42,82,1.33,********,,,,,,,,,,,,,,,,,
43,27,0.44,***,,,,,,,,,,,,,,,,,
44,116,1.89,***********,,,,,,,,,,,,,,,,,
45,118,1.92,************,,,,,,,,,,,,,,,,,
46,34,0.55,***,,,,,,,,,,,,,,,,,
47,119,1.94,************,,,,,,,,,,,,,,,,,
48,140,2.28,**************,,,,,,,,,,,,,,,,,
49,33,0.54,***,,,,,,,,,,,,,,,,,
４段階,1024,16.655823,,,,,,,,,,,,,,,,,,
50,112,1.82,***********,,,,,,,,,,,,,,,,,
51,163,2.65,****************,,,,,,,,,,,,,,,,,
52,36,0.59,****,,,,,,,,,,,,,,,,,
53,132,2.15,*************,,,,,,,,,,,,,,,,,
54,171,2.78,*****************,,,,,,,,,,,,,,,,,
55,37,0.6,****,,,,,,,,,,,,,,,,,
56,113,1.84,***********,,,,,,,,,,,,,,,,,
57,220,3.58,*********************,,,,,,,,,,,,,,,,,
58,40,0.65,****,,,,,,,,,,,,,,,,,
５段階,1220,19.843851,,,,,,,,,,,,,,,,,,
59,106,1.72,**********,,,,,,,,,,,,,,,,,
60,238,3.87,***********************,,,,,,,,,,,,,,,,,
61,41,0.67,****,,,,,,,,,,,,,,,,,
62,93,1.51,*********,,,,,,,,,,,,,,,,,
63,254,4.13,*************************,,,,,,,,,,,,,,,,,
64,44,0.72,****,,,,,,,,,,,,,,,,,
65,112,1.82,***********,,,,,,,,,,,,,,,,,
66,271,4.41,**************************,,,,,,,,,,,,,,,,,
67,61,0.99,******,,,,,,,,,,,,,,,,,
６段階,945,15.370852,,,,,,,,,,,,,,,,,,
68,104,1.69,**********,,,,,,,,,,,,,,,,,
69,265,4.31,**************************,,,,,,,,,,,,,,,,,
70,55,0.89,*****,,,,,,,,,,,,,,,,,
71,90,1.46,*********,,,,,,,,,,,,,,,,,
72,298,4.85,*****************************,,,,,,,,,,,,,,,,,
73,53,0.86,*****,,,,,,,,,,,,,,,,,
74,80,1.3,********,,,,,,,,,,,,,,,,,
７段階,750,12.199089,,,,,,,,,,,,,,,,,,
75,292,4.75,****************************,,,,,,,,,,,,,,,,,
76,63,1.02,******,,,,,,,,,,,,,,,,,
77,51,0.83,*****,,,,,,,,,,,,,,,,,
78,251,4.08,************************,,,,,,,,,,,,,,,,,
79,53,0.86,*****,,,,,,,,,,,,,,,,,
80,40,0.65,****,,,,,,,,,,,,,,,,,
８段階,550,8.945998,,,,,,,,,,,,,,,,,,
81,212,3.45,*********************,,,,,,,,,,,,,,,,,
82,60,0.98,******,,,,,,,,,,,,,,,,,
83,24,0.39,**,,,,,,,,,,,,,,,,,
84,187,3.04,******************,,,,,,,,,,,,,,,,,
85,55,0.89,*****,,,,,,,,,,,,,,,,,
86,12,0.2,*,,,,,,,,,,,,,,,,,
９段階,283,4.603122,,,,,,,,,,,,,,,,,,
87,104,1.69,**********,,,,,,,,,,,,,,,,,
88,40,0.65,****,,,,,,,,,,,,,,,,,
89,3,0.05,,,,,,,,,,,,,,,,,,
90,55,0.89,*****,,,,,,,,,,,,,,,,,
91,37,0.6,****,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,20,0.33,**,,,,,,,,,,,,,,,,,
94,16,0.26,**,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,3,0.05,,,,,,,,,,,,,,,,,,
97,5,0.08,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
令和７年度 教科別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
教科名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,,,,,,,,,
地理総合／歴史総合／公共,50,50,0,23.57,8.99,15582,0.4715,15,21,25,31,,,,,,,,,
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
0,247,1.59,**********,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,79,0.51,***,,,,,,,,,,,,,,,,,
4,16,0.1,*,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,238,1.53,*********,,,,,,,,,,,,,,,,,
7,92,0.59,****,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,386,2.48,***************,,,,,,,,,,,,,,,,,
10,226,1.45,*********,,,,,,,,,,,,,,,,,
11,18,0.12,*,,,,,,,,,,,,,,,,,
12,523,3.36,********************,,,,,,,,,,,,,,,,,
13,428,2.75,****************,,,,,,,,,,,,,,,,,
14,72,0.46,***,,,,,,,,,,,,,,,,,
15,583,3.74,**********************,,,,,,,,,,,,,,,,,
16,651,4.18,*************************,,,,,,,,,,,,,,,,,
17,176,1.13,*******,,,,,,,,,,,,,,,,,
18,574,3.68,**********************,,,,,,,,,,,,,,,,,
19,902,5.79,***********************************,,,,,,,,,,,,,,,,,
20,309,1.98,************,,,,,,,,,,,,,,,,,
21,542,3.48,*********************,,,,,,,,,,,,,,,,,
22,1076,6.91,****************************************,OV,,,,,,,,,,,,,,,,
23,446,2.86,*****************,,,,,,,,,,,,,,,,,
24,406,2.61,****************,,,,,,,,,,,,,,,,,
25,1093,7.01,****************************************,OV,,,,,,,,,,,,,,,,
26,609,3.91,***********************,,,,,,,,,,,,,,,,,
27,237,1.52,*********,,,,,,,,,,,,,,,,,
28,952,6.11,*************************************,,,,,,,,,,,,,,,,,
29,725,4.65,****************************,,,,,,,,,,,,,,,,,
30,126,0.81,*****,,,,,,,,,,,,,,,,,
31,783,5.03,******************************,,,,,,,,,,,,,,,,,
32,739,4.74,****************************,,,,,,,,,,,,,,,,,
33,41,0.26,**,,,,,,,,,,,,,,,,,
34,416,2.67,****************,,,,,,,,,,,,,,,,,
35,670,4.3,**************************,,,,,,,,,,,,,,,,,
36,15,0.1,*,,,,,,,,,,,,,,,,,
37,184,1.18,*******,,,,,,,,,,,,,,,,,
38,513,3.29,********************,,,,,,,,,,,,,,,,,
39,0,0,,,,,,,,,,,,,,,,,,
40,65,0.42,***,,,,,,,,,,,,,,,,,
41,258,1.66,**********,,,,,,,,,,,,,,,,,
42,0,0,,,,,,,,,,,,,,,,,,
43,19,0.12,*,,,,,,,,,,,,,,,,,
44,112,0.72,****,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,2,0.01,,,,,,,,,,,,,,,,,,
47,29,0.19,*,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,4,0.03,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
地理総合／歴史総合／公共,100,94,0,47.15,15.3,7791,0.4715,34,43,51,60,0～18,19～27,28～34,35～43,44～50,51～58,59～65,66～72,73～100
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,265,3.40136,,,,,,,,,,,,,,,,,,
0,29,0.37,**,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,5,0.06,,,,,,,,,,,,,,,,,,
4,2,0.03,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,12,0.15,*,,,,,,,,,,,,,,,,,
7,5,0.06,,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
9,23,0.3,**,,,,,,,,,,,,,,,,,
10,11,0.14,*,,,,,,,,,,,,,,,,,
11,0,0,,,,,,,,,,,,,,,,,,
12,22,0.28,**,,,,,,,,,,,,,,,,,
13,23,0.3,**,,,,,,,,,,,,,,,,,
14,4,0.05,,,,,,,,,,,,,,,,,,
15,38,0.49,***,,,,,,,,,,,,,,,,,
16,35,0.45,***,,,,,,,,,,,,,,,,,
17,2,0.03,,,,,,,,,,,,,,,,,,
18,54,0.69,****,,,,,,,,,,,,,,,,,
２段階,538,6.905403,,,,,,,,,,,,,,,,,,
19,65,0.83,*****,,,,,,,,,,,,,,,,,
20,14,0.18,*,,,,,,,,,,,,,,,,,
21,69,0.89,*****,,,,,,,,,,,,,,,,,
22,63,0.81,*****,,,,,,,,,,,,,,,,,
23,30,0.39,**,,,,,,,,,,,,,,,,,
24,83,1.07,******,,,,,,,,,,,,,,,,,
25,113,1.45,*********,,,,,,,,,,,,,,,,,
26,39,0.5,***,,,,,,,,,,,,,,,,,
27,62,0.8,*****,,,,,,,,,,,,,,,,,
３段階,812,10.422282,,,,,,,,,,,,,,,,,,
28,136,1.75,**********,,,,,,,,,,,,,,,,,
29,66,0.85,*****,,,,,,,,,,,,,,,,,
30,84,1.08,******,,,,,,,,,,,,,,,,,
31,158,2.03,************,,,,,,,,,,,,,,,,,
32,110,1.41,********,,,,,,,,,,,,,,,,,
33,76,0.98,******,,,,,,,,,,,,,,,,,
34,182,2.34,**************,,,,,,,,,,,,,,,,,
４段階,1466,18.816583,,,,,,,,,,,,,,,,,,
35,148,1.9,***********,,,,,,,,,,,,,,,,,
36,92,1.18,*******,,,,,,,,,,,,,,,,,
37,208,2.67,****************,,,,,,,,,,,,,,,,,
38,208,2.67,****************,,,,,,,,,,,,,,,,,
39,101,1.3,********,,,,,,,,,,,,,,,,,
40,167,2.14,*************,,,,,,,,,,,,,,,,,
41,233,2.99,******************,,,,,,,,,,,,,,,,,
42,123,1.58,*********,,,,,,,,,,,,,,,,,
43,186,2.39,**************,,,,,,,,,,,,,,,,,
５段階,1373,17.622898,,,,,,,,,,,,,,,,,,
44,245,3.14,*******************,,,,,,,,,,,,,,,,,
45,144,1.85,***********,,,,,,,,,,,,,,,,,
46,164,2.1,*************,,,,,,,,,,,,,,,,,
47,274,3.52,*********************,,,,,,,,,,,,,,,,,
48,185,2.37,**************,,,,,,,,,,,,,,,,,
49,132,1.69,**********,,,,,,,,,,,,,,,,,
50,229,2.94,******************,,,,,,,,,,,,,,,,,
６段階,1435,18.418688,,,,,,,,,,,,,,,,,,
51,201,2.58,***************,,,,,,,,,,,,,,,,,
52,116,1.49,*********,,,,,,,,,,,,,,,,,
53,241,3.09,*******************,,,,,,,,,,,,,,,,,
54,243,3.12,*******************,,,,,,,,,,,,,,,,,
55,110,1.41,********,,,,,,,,,,,,,,,,,
56,182,2.34,**************,,,,,,,,,,,,,,,,,
57,238,3.05,******************,,,,,,,,,,,,,,,,,
58,104,1.33,********,,,,,,,,,,,,,,,,,
７段階,976,12.527275,,,,,,,,,,,,,,,,,,
59,162,2.08,************,,,,,,,,,,,,,,,,,
60,225,2.89,*****************,,,,,,,,,,,,,,,,,
61,133,1.71,**********,,,,,,,,,,,,,,,,,
62,100,1.28,********,,,,,,,,,,,,,,,,,
63,170,2.18,*************,,,,,,,,,,,,,,,,,
64,127,1.63,**********,,,,,,,,,,,,,,,,,
65,59,0.76,*****,,,,,,,,,,,,,,,,,
８段階,601,7.714029,,,,,,,,,,,,,,,,,,
66,153,1.96,************,,,,,,,,,,,,,,,,,
67,111,1.42,*********,,,,,,,,,,,,,,,,,
68,35,0.45,***,,,,,,,,,,,,,,,,,
69,115,1.48,*********,,,,,,,,,,,,,,,,,
70,88,1.13,*******,,,,,,,,,,,,,,,,,
71,21,0.27,**,,,,,,,,,,,,,,,,,
72,78,1,******,,,,,,,,,,,,,,,,,
９段階,325,4.171479,,,,,,,,,,,,,,,,,,
73,87,1.12,*******,,,,,,,,,,,,,,,,,
74,6,0.08,,,,,,,,,,,,,,,,,,
75,36,0.46,***,,,,,,,,,,,,,,,,,
76,57,0.73,****,,,,,,,,,,,,,,,,,
77,1,0.01,,,,,,,,,,,,,,,,,,
78,24,0.31,**,,,,,,,,,,,,,,,,,
79,38,0.49,***,,,,,,,,,,,,,,,,,
80,2,0.03,,,,,,,,,,,,,,,,,,
81,12,0.15,*,,,,,,,,,,,,,,,,,
82,30,0.39,**,,,,,,,,,,,,,,,,,
83,0,0,,,,,,,,,,,,,,,,,,
84,4,0.05,,,,,,,,,,,,,,,,,,
85,19,0.24,*,,,,,,,,,,,,,,,,,
86,0,0,,,,,,,,,,,,,,,,,,
87,1,0.01,,,,,,,,,,,,,,,,,,
88,3,0.04,,,,,,,,,,,,,,,,,,
89,0,0,,,,,,,,,,,,,,,,,,
90,1,0.01,,,,,,,,,,,,,,,,,,
91,3,0.04,,,,,,,,,,,,,,,,,,
92,0,0,,,,,,,,,,,,,,,,,,
93,0,0,,,,,,,,,,,,,,,,,,
94,1,0.01,,,,,,,,,,,,,,,,,,
95,0,0,,,,,,,,,,,,,,,,,,
96,0,0,,,,,,,,,,,,,,,,,,
97,0,0,,,,,,,,,,,,,,,,,,
98,0,0,,,,,,,,,,,,,,,,,,
99,0,0,,,,,,,,,,,,,,,,,,
100,0,0,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
地理総合,50,47,0,21.75,8.08,5950,0.4351,14,19,23,28,0～8,9～11,12～15,16～18,19～22,23～27,28～31,32～34,35～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,233,3.915966,,,,,,,,,,,,,,,,,,
0,16,0.27,**,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,33,0.55,***,,,,,,,,,,,,,,,,,
4,14,0.24,*,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,103,1.73,**********,,,,,,,,,,,,,,,,,
7,67,1.13,*******,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
２段階,353,5.932773,,,,,,,,,,,,,,,,,,
9,167,2.81,*****************,,,,,,,,,,,,,,,,,
10,171,2.87,*****************,,,,,,,,,,,,,,,,,
11,15,0.25,**,,,,,,,,,,,,,,,,,
３段階,708,11.899159,,,,,,,,,,,,,,,,,,
12,178,2.99,******************,,,,,,,,,,,,,,,,,
13,310,5.21,*******************************,,,,,,,,,,,,,,,,,
14,62,1.04,******,,,,,,,,,,,,,,,,,
15,158,2.66,****************,,,,,,,,,,,,,,,,,
４段階,661,11.109243,,,,,,,,,,,,,,,,,,
16,407,6.84,****************************************,OV,,,,,,,,,,,,,,,,
17,145,2.44,***************,,,,,,,,,,,,,,,,,
18,109,1.83,***********,,,,,,,,,,,,,,,,,
５段階,1315,22.10084,,,,,,,,,,,,,,,,,,
19,508,8.54,****************************************,OV,,,,,,,,,,,,,,,,
20,250,4.2,*************************,,,,,,,,,,,,,,,,,
21,66,1.11,*******,,,,,,,,,,,,,,,,,
22,491,8.25,****************************************,OV,,,,,,,,,,,,,,,,
６段階,1128,18.957983,,,,,,,,,,,,,,,,,,
23,322,5.41,********************************,,,,,,,,,,,,,,,,,
24,42,0.71,****,,,,,,,,,,,,,,,,,
25,360,6.05,************************************,,,,,,,,,,,,,,,,,
26,393,6.61,****************************************,,,,,,,,,,,,,,,,,
27,11,0.18,*,,,,,,,,,,,,,,,,,
７段階,778,13.07563,,,,,,,,,,,,,,,,,,
28,245,4.12,*************************,,,,,,,,,,,,,,,,,
29,373,6.27,**************************************,,,,,,,,,,,,,,,,,
30,9,0.15,*,,,,,,,,,,,,,,,,,
31,151,2.54,***************,,,,,,,,,,,,,,,,,
８段階,366,6.15126,,,,,,,,,,,,,,,,,,
32,298,5.01,******************************,,,,,,,,,,,,,,,,,
33,3,0.05,,,,,,,,,,,,,,,,,,
34,65,1.09,*******,,,,,,,,,,,,,,,,,
９段階,408,6.857142,,,,,,,,,,,,,,,,,,
35,172,2.89,*****************,,,,,,,,,,,,,,,,,
36,1,0.02,,,,,,,,,,,,,,,,,,
37,30,0.5,***,,,,,,,,,,,,,,,,,
38,135,2.27,**************,,,,,,,,,,,,,,,,,
39,0,0,,,,,,,,,,,,,,,,,,
40,7,0.12,*,,,,,,,,,,,,,,,,,
41,44,0.74,****,,,,,,,,,,,,,,,,,
42,0,0,,,,,,,,,,,,,,,,,,
43,2,0.03,,,,,,,,,,,,,,,,,,
44,12,0.2,*,,,,,,,,,,,,,,,,,
45,0,0,,,,,,,,,,,,,,,,,,
46,1,0.02,,,,,,,,,,,,,,,,,,
47,4,0.07,,,,,,,,,,,,,,,,,,
48,0,0,,,,,,,,,,,,,,,,,,
49,0,0,,,,,,,,,,,,,,,,,,
50,0,0,,,,,,,,,,,,,,,,,,
令和７年度 科目別成績分布図（本試験）,,,,,,,,,,,,,,,,,,,,
科目名,満点,最高点,最低点,平均点,標準偏差,受験者数,得点率,５分値Ｆ１,５分値Ｆ２,５分値Ｆ３,５分値Ｆ４,１段階,２段階,３段階,４段階,５段階,６段階,７段階,８段階,９段階
歴史総合,50,50,0,24.83,8.88,4005,0.4966,17,22,27,32,0～8,9～12,13～17,18～21,22～27,28～31,32～34,35～39,40～50
点数,人数,比率（％）,,,,,,,,,,,,,,,,,,
１段階,113,2.821473,,,,,,,,,,,,,,,,,,
0,35,0.87,*****,,,,,,,,,,,,,,,,,
1,0,0,,,,,,,,,,,,,,,,,,
2,0,0,,,,,,,,,,,,,,,,,,
3,12,0.3,**,,,,,,,,,,,,,,,,,
4,1,0.02,,,,,,,,,,,,,,,,,,
5,0,0,,,,,,,,,,,,,,,,,,
6,55,1.37,********,,,,,,,,,,,,,,,,,
7,10,0.25,*,,,,,,,,,,,,,,,,,
8,0,0,,,,,,,,,,,,,,,,,,
２段階,263,6.566791,,,,,,,,,,,,,,,,,,
9,93,2.32,**************,,,,,,,,,,,,,,,,,
10,33,0.82,*****,,,,,,,,,,,,,,,,,
11,1,0.02,,,,,,,,,,,,,,,,,,
12,136,3.4,********************,,,,,,,,,,,,,,,,,
３段階,409,10.212234,,,,,,,,,,,,,,,,,,
13,57,1.42,*********,,,,,,,,,,,,,,,,,
14,8,0.2,*,,,,,,,,,,,,,,,,,
15,168,4.19,*************************,,,,,,,,,,,,,,,,,
16,151,3.77,***********************,,,,,,,,,,,,,,,,,
17,25,0.62,****,,,,,,,,,,,,,,,,,
４段階,591,14.756554,,,,,,,,,,,,,,,,,,
18,167,4.17,*************************,,,,,,,,,,,,,,,,,
19,225,5.62,**********************************,,,,,,,,,,,,,,,,,
20,52,1.3,********,,,,,,,,,,,,,,,,,
21,147,3.67,**********************,,,,,,,,,,,,,,,,,
５段階,988,24.669163,,,,,,,,,,,,,,,,,,
22,275,6.87,****************************************,OV,,,,,,,,,,,,,,,,
23,100,2.5,***************,,,,,,,,,,,,,,,,,
24,96,2.4,**************,,,,,,,,,,,,,,,,,
25,310,7.74,****************************************,OV,,,,,,,,,,,,,,,,
26,148,3.7,**********************,,,,,,,,,,,,,,,,,
27,59,1.47,*********,,,,,,,,,,,,,,,,,
６段階,671,16.754057,,,,,,,,,,,,,,,,,,
28,231,5.77,***********************************,,,,,,,,,,,,,,,,,
29,210,5.24,*******************************,,,,,,,,,,,,,,,,,
30,30,0.75,****,,,,,,,,,,,,,,,,,
31,200,4.99,******************************,,,,,,,,,,,,,,,,,
７段階,324,8.089887,,,,,,,,,,,,,,,,,,
32,221,5.52,*********************************,,,,,,,,,,,,,,,,,
33,10,0.25,*,,,,,,,,,,,,,,,,,
34,93,2.32,**************,,,,,,,,,,,,,,,,,
８段階,472,11.785268,,,,,,,,,,,,,,,,,,
35,241,6.02,************************************,,,,,,,,,,,,,,,,,
36,2,0.05,,,,,,,,,,,,,,,,,,
37,47,1.17,*******,,,,,,,,,,,,,,,,,
38,182,4.54,***************************,,,,,,,,,,,,,,,,,
